TEST_GROUP,TEST_ITEM,CONDITIONAL_ITEM,DESCRIPTION,FUNCTION,PARAMETER,PDCA_NAME,,GLOBAL_VARIABLE,EXPECTED_VALUE,UNIT,PDCA_TYPE,TIMEOUT,ERROR_MSG,SA_FCM,NOTES,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_20-SENSOR_TOUCH_RAW_20,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW3_COL1,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW3_COL1,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_21-SENSOR_TOUCH_RAW_21,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW3_COL2,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW3_COL2,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_22-SENSOR_TOUCH_RAW_22,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW3_COL3,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW3_COL3,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_23-SENSOR_TOUCH_RAW_23,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW3_COL4,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW3_COL4,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_24-SENSOR_TOUCH_RAW_24,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW3_COL5,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW3_COL5,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_25-SENSOR_TOUCH_RAW_25,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW4_COL0,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW4_COL0,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_26-SENSOR_TOUCH_RAW_26,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW4_COL1,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW4_COL1,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_27-SENSOR_TOUCH_RAW_27,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW4_COL2,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW4_COL2,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_28-SENSOR_TOUCH_RAW_28,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW4_COL3,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW4_COL3,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_29-SENSOR_TOUCH_RAW_29,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW4_COL4,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW4_COL4,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_30-SENSOR_TOUCH_RAW_30,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW4_COL5,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW4_COL5,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_31-SENSOR_TOUCH_RAW_31,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW5_COL0,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW5_COL0,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_32-SENSOR_TOUCH_RAW_32,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW5_COL1,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW5_COL1,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_33-SENSOR_TOUCH_RAW_33,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW5_COL2,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW5_COL2,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_34-SENSOR_TOUCH_RAW_34,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW5_COL3,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW5_COL3,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_35-SENSOR_TOUCH_RAW_35,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW5_COL4,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW5_COL4,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_36-SENSOR_TOUCH_RAW_36,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW5_COL5,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW5_COL5,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_37-SENSOR_TOUCH_RAW_37,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW6_COL0,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW6_COL0,"[100,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_38-SENSOR_TOUCH_RAW_38,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW6_COL1,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW6_COL1,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_39-SENSOR_TOUCH_RAW_39,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW6_COL2,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW6_COL2,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_40-SENSOR_TOUCH_RAW_40,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW6_COL3,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW6_COL3,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_41-SENSOR_TOUCH_RAW_41,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW6_COL4,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW6_COL4,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_SMALL,DUT_TYPE==S,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_42-SENSOR_TOUCH_RAW_42,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW6_COL5,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW6_COL5,"[100,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_1-SENSOR_TOUCH_RAW_1,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW0_COL0,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW0_COL0,"[100,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_2-SENSOR_TOUCH_RAW_2,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW0_COL1,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW0_COL1,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_3-SENSOR_TOUCH_RAW_3,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW0_COL2,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW0_COL2,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_4-SENSOR_TOUCH_RAW_4,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW0_COL3,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW0_COL3,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_5-SENSOR_TOUCH_RAW_5,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW0_COL4,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW0_COL4,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_6-SENSOR_TOUCH_RAW_6,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW0_COL5,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW0_COL5,"[100,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_7-SENSOR_TOUCH_RAW_7,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW1_COL0,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW1_COL0,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_8-SENSOR_TOUCH_RAW_8,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW1_COL1,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW1_COL1,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_9-SENSOR_TOUCH_RAW_9,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW1_COL2,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW1_COL2,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_10-SENSOR_TOUCH_RAW_10,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW1_COL3,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW1_COL3,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_11-SENSOR_TOUCH_RAW_11,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW1_COL4,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW1_COL4,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_12-SENSOR_TOUCH_RAW_12,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW1_COL5,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW1_COL5,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_13-SENSOR_TOUCH_RAW_13,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW2_COL0,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW2_COL0,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_14-SENSOR_TOUCH_RAW_14,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW2_COL1,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW2_COL1,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_15-SENSOR_TOUCH_RAW_15,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW2_COL2,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW2_COL2,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_16-SENSOR_TOUCH_RAW_16,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW2_COL3,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW2_COL3,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_17-SENSOR_TOUCH_RAW_17,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW2_COL4,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW2_COL4,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_18-SENSOR_TOUCH_RAW_18,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW2_COL5,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW2_COL5,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_19-SENSOR_TOUCH_RAW_19,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW3_COL0,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW3_COL0,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_20-SENSOR_TOUCH_RAW_20,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW3_COL1,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW3_COL1,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_21-SENSOR_TOUCH_RAW_21,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW3_COL2,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW3_COL2,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_22-SENSOR_TOUCH_RAW_22,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW3_COL3,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW3_COL3,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_23-SENSOR_TOUCH_RAW_23,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW3_COL4,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW3_COL4,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_24-SENSOR_TOUCH_RAW_24,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW3_COL5,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW3_COL5,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_25-SENSOR_TOUCH_RAW_25,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW4_COL0,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW4_COL0,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_26-SENSOR_TOUCH_RAW_26,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW4_COL1,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW4_COL1,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_27-SENSOR_TOUCH_RAW_27,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW4_COL2,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW4_COL2,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_28-SENSOR_TOUCH_RAW_28,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW4_COL3,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW4_COL3,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_29-SENSOR_TOUCH_RAW_29,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW4_COL4,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW4_COL4,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_30-SENSOR_TOUCH_RAW_30,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW4_COL5,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW4_COL5,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_31-SENSOR_TOUCH_RAW_31,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW5_COL0,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW5_COL0,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_32-SENSOR_TOUCH_RAW_32,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW5_COL1,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW5_COL1,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_33-SENSOR_TOUCH_RAW_33,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW5_COL2,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW5_COL2,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_34-SENSOR_TOUCH_RAW_34,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW5_COL3,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW5_COL3,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_35-SENSOR_TOUCH_RAW_35,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW5_COL4,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW5_COL4,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_36-SENSOR_TOUCH_RAW_36,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW5_COL5,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW5_COL5,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_37-SENSOR_TOUCH_RAW_37,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW6_COL0,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW6_COL0,"[100,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_38-SENSOR_TOUCH_RAW_38,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW6_COL1,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW6_COL1,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_39-SENSOR_TOUCH_RAW_39,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW6_COL2,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW6_COL2,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_40-SENSOR_TOUCH_RAW_40,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW6_COL3,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW6_COL3,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_41-SENSOR_TOUCH_RAW_41,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW6_COL4,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW6_COL4,"[200,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,DUT_TYPE==B,Caculate Touch Data,CALCULATE,SENSOR_TOUCH_STIM_RAW_42-SENSOR_TOUCH_RAW_42,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW6_COL5,,62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW6_COL5,"[100,1500]",,KEY,,,TRUE,DC - 42916589,,
FCM,GRAPE_LARGE,,Caculate Touch Data,CALCULATE,100*((62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW0_COL0+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW1_COL0+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW2_COL0+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW3_COL0+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW4_COL0+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW5_COL0+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW6_COL0)/(62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW0_COL5+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW1_COL5+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW2_COL5+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW3_COL5+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW4_COL5+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW5_COL5+62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_ROW6_COL5)),62.5kHz_SENSOR_TOUCH_DELTA_AVERAGE_C0_C5_RATIO,,,[84:115],,KEY,,,TRUE,<radr:\\problems\48085644>,,
