TEST_GROUP,TEST_ITEM,CONDITIONAL_ITEM,DESCRIPTION,FUNCTION,PARAMETER,PDCA_NAME,COMBINEC,GLOBAL_VARIABLE,EXPECTED_VALUE,UNIT,PDCA_TYPE,TIMEOUT,ERROR_MSG,SA_QT0,QT0,QT1,QT1REL,TILT1,QT2,QT2REL,QT2_POSTROXER,QT_SPIRIT,,,
BATTERY,BATTERY_PROPERTIES,,"Read Battery ToT, SOC Range 0-3",DIAGS,device -k gasgauge -e read_lifetime_operating_time;device -k gasgauge -e read_lifetime_time_at_high_soc 0;device -k gasgauge -e read_lifetime_time_at_high_soc 1;device -k gasgauge -e read_lifetime_time_at_high_soc 2;device -k gasgauge -e read_lifetime_time_at_high_soc 3;,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
BATTERY,BATTERY_PROPERTIES,,Parse Battery Total Operating Time,PARSE,BATTERY_TOT,BATTERY_TOT,,BATTERY_TOT,,Hours,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
BATTERY,BATTERY_PROPERTIES,,Parse Battery Time above SOC Range 0 0-25C,PARSE,BATTERY_TA_SOC_RANGE_0_PCT,BATTERY_TA_SOC_RANGE_0_PCT,,BATTERY_TA_SOC_RANGE_0_PCT,,Percent,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
BATTERY,BATTERY_PROPERTIES,,Parse Battery Time above SOC Range 1 25-35C,PARSE,BATTERY_TA_SOC_RANGE_1_PCT,BATTERY_TA_SOC_RANGE_1_PCT,,BATTERY_TA_SOC_RANGE_1_PCT,,Percent,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
BATTERY,BATTERY_PROPERTIES,,Parse Battery Time above SOC Range 2 35-40C,PARSE,BATTERY_TA_SOC_RANGE_2_PCT,BATTERY_TA_SOC_RANGE_2_PCT,,BATTERY_TA_SOC_RANGE_2_PCT,,Percent,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
BATTERY,BATTERY_PROPERTIES,,Parse Battery Time above SOC Range 3 >40C,PARSE,BATTERY_TA_SOC_RANGE_3_PCT,BATTERY_TA_SOC_RANGE_3_PCT,,BATTERY_TA_SOC_RANGE_3_PCT,,Percent,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
BATTERY,BATTERY_PROPERTIES,,Calc Battery Time above SOC Range 0 0-25C,CALCULATE,BATTERY_TOT*BATTERY_TA_SOC_RANGE_0_PCT*0.01,BATTERY_TA_SOC_RANGE_0_HRS,,,,Hours,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
BATTERY,BATTERY_PROPERTIES,,Calc Battery Time above SOC Range 1 25-35C,CALCULATE,BATTERY_TOT*BATTERY_TA_SOC_RANGE_1_PCT*0.01,BATTERY_TA_SOC_RANGE_1_HRS,,,,Hours,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
BATTERY,BATTERY_PROPERTIES,,Calc Battery Time above SOC Range 2 35-40C,CALCULATE,BATTERY_TOT*BATTERY_TA_SOC_RANGE_2_PCT*0.01,BATTERY_TA_SOC_RANGE_2_HRS,,,,Hours,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
BATTERY,BATTERY_PROPERTIES,,Calc Battery Time above SOC Range 3 >40C,CALCULATE,BATTERY_TOT*BATTERY_TA_SOC_RANGE_3_PCT*0.01,BATTERY_TA_SOC_RANGE_3_HRS,,,,Hours,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
BATTERY,BATTERY_PROPERTIES,,Read Battery Reset Cnt,DIAGS,device -k gasgauge -e read_lifetime_reset_count,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
BATTERY,BATTERY_PROPERTIES,,Parse Battery Lifetime reset cnt,PARSE,BATTERY_LIFETIME_RESET_CNT,BATTERY_LIFETIME_RESET_CNT,,,,,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
CODEC_DOE,POLY_TANT_TEST_FAST_RAMP,,Audio reset,DIAGS,audio -r,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,rdar://problem/45677207,,
CODEC_DOE,POLY_TANT_TEST_FAST_RAMP,,codec write 0x2402 to 0x80,DIAGS,audioreg -b codec -w -a 0x2402 -d 0x80,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,rdar://problem/45677207,,
CODEC_DOE,POLY_TANT_TEST_FAST_RAMP,,Poly-tant fast ramp test,DIAGS,audioparam -b codec --set --param boost1-ramp-rate --value fast,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,rdar://problem/45677207,,
CODEC_DOE,POLY_TANT_TEST_FAST_RAMP,,codec write 0x2402 to 0xB0,DIAGS,audioreg -b codec -w -a 0x2402 -d 0xB0,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,rdar://problem/45677207,,
CODEC_DOE,POLY_TANT_TEST_FAST_RAMP,,wait 1000,DIAGS,wait 1000,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,rdar://problem/45677207,,
CODEC_DOE,POLY_TANT_TEST_FAST_RAMP,,Detect :-),DIAGS,DetectSmily,FAST_RAMP_TEST,,,PASS,,,15,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,rdar://problem/45677207,,
ALERT,ALERT_IMON_VMON_20Hz,,Audio reset - Alert power on,DIAGS,audio -r,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,,Get param for boost1 and boost2,DIAGS,audioparam --get --block codec --param boost_1_2_afsm,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,<rdar://problem/46784227> N131/N141/N140/N142: Add audioparam to set and get Ardmore Boost1/Boost2 AFSM,,
ALERT,ALERT_IMON_VMON_20Hz,,Parse param for boost1 status,PARSE,BOOST1_AFSM,,,BOOST1_AFSM_1,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,<rdar://problem/46784227> N131/N141/N140/N142: Add audioparam to set and get Ardmore Boost1/Boost2 AFSM,,
ALERT,ALERT_IMON_VMON_20Hz,,Parse param for boost2 status,PARSE,BOOST2_AFSM,,,BOOST2_AFSM_1,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,<rdar://problem/46784227> N131/N141/N140/N142: Add audioparam to set and get Ardmore Boost1/Boost2 AFSM,,
ALERT,ALERT_IMON_VMON_20Hz,BOOST1_AFSM_1!=0x00 && BOOST2_AFSM_1!=0x00,Set param boost1 and boost2 as default,DIAGS,"audioparam --set --block codec --param boost_1_2_afsm --value ""reset""",,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,<rdar://problem/46784227> N131/N141/N140/N142: Add audioparam to set and get Ardmore Boost1/Boost2 AFSM,,
ALERT,ALERT_IMON_VMON_20Hz,BOOST1_AFSM_1!=0x00 && BOOST2_AFSM_1!=0x00,Get param for boost1 and boost2,DIAGS,audioparam --get --block codec --param boost_1_2_afsm,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,<rdar://problem/46784227> N131/N141/N140/N142: Add audioparam to set and get Ardmore Boost1/Boost2 AFSM,,
ALERT,ALERT_IMON_VMON_20Hz,BOOST1_AFSM_1!=0x00 && BOOST2_AFSM_1!=0x00,Parse param for boost1 status,PARSE,BOOST1_AFSM,,,,0,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,<rdar://problem/46784227> N131/N141/N140/N142: Add audioparam to set and get Ardmore Boost1/Boost2 AFSM,,
ALERT,ALERT_IMON_VMON_20Hz,BOOST1_AFSM_1!=0x00 && BOOST2_AFSM_1!=0x00,Parse param for boost2 status,PARSE,BOOST2_AFSM,,,,0,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,<rdar://problem/46784227> N131/N141/N140/N142: Add audioparam to set and get Ardmore Boost1/Boost2 AFSM,,
ALERT,ALERT_IMON_VMON_20Hz,,Enable boost1 to the routeaudio,DIAGS,audioparam --block codec --set --param enable-boost1 --value true,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,,Audio free all buffer,DIAGS,processaudio --freebufs all,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,,Setup alert channel (1),DIAGS,audioparam -b socmca --set --param iface-mode --port ap-mca2 --value mca;audioparam --set --block codec --param enable-mon --value true,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,,Setup alert channel (2),DIAGS,routeaudio --route --block codec --in amp2 --out amp2-out;setvol -b codec -n amp2-gain -v -7,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,,Set alert drive and freq,DIAGS,loopaudio -b socmca --txport ap-mca2 --rxport ap-mca2 --len 1000 --freq 20 -d 16 -c 7,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,,Process alert response,DIAGS,"processaudio -p fft -i looprx0 --options ""--windowType flat_top""",,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,,Parse VMON(CH2) Signal Magnitude,PARSE,CH2_PEAKMAG,ALERT_VMON_PK_MAG_ORI_20Hz,,ALERT_VMON_PK_MAG_ORI,,,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,,Parse VMONCH2) Frequency,PARSE,ALERT_VMON_FREQ,ALERT_VMON_FREQ_20Hz,,,[15:25],HZ,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,,Parse IMON(CH3) Signal Magnitude,PARSE,CH3_PEAKMAG,ALERT_IMON_PK_MAG_ORI_20Hz,,ALERT_IMON_PK_MAG_ORI,,,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,,Parse IMON(CH3) Frequency,PARSE,ALERT_IMON_FREQ,ALERT_IMON_FREQ_20Hz,,,[15:25],HZ,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,,PARSE CH2 DC Magnitude,PARSE,CH2_DC_MAG,ALERT_VMON_DC_MAG_ORI_20Hz,,ALERT_VMON_DC_MAG_ORI,,FS,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,,PARSE CH2 THD+N,PARSE,CH2_THDN,ALERT_VMON_THDN_20Hz,,,,dB,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,,PARSE CH3 DC Magnitude,PARSE,CH3_DC_MAG,ALERT_IMON_DC_MAG_ORI_20Hz,,ALERT_IMON_DC_MAG_ORI,,FS,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,,PARSE CH3 THD+N,PARSE,CH3_THDN,ALERT_IMON_THDN_20Hz,,,,dB,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,,Parse IMON(CH3) Signal Magnitude,CALCULATE,1.5*4.63867*ALERT_IMON_PK_MAG_ORI,ALERT_IMON_PK_MAG_20Hz,,ALERT_IMON_PK_MAG,[0.2:0.5],A,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,,Parse VMON(CH2) Signal Magnitude,CALCULATE,11*4.63867*ALERT_VMON_PK_MAG_ORI,ALERT_VMON_PK_MAG_20Hz,,ALERT_VMON_PK_MAG,[3:5],V,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,,Parse VMON(CH2) DC Magnitude,CALCULATE,11*4.63867*ALERT_VMON_DC_MAG_ORI,ALERT_VMON_DC_MAG_20Hz,,ALERT_VMON_DC_MAG,[-0.033:0.033],V,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,,Parse IMON(CH3) DC Magnitude,CALCULATE,1.5*4.63867*ALERT_IMON_DC_MAG_ORI,ALERT_IMON_DC_MAG_20Hz,,ALERT_IMON_DC_MAG,[-0.012:0.012],I,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,DUT_TYPE==N140,Parse Alert Sense Trace Impedance 20Hz,CALCULATE,(3.7752-ALERT_VMON_PK_MAG)/ALERT_IMON_PK_MAG,ALERT_TRACE_IMPEDANCE_20Hz,,ALERT_TRACE_IMPEDANCE,[0.2:1.125],Ohm,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,DUT_TYPE==N142,Parse Alert Sense Trace Impedance 20Hz,CALCULATE,(3.7752-ALERT_VMON_PK_MAG)/ALERT_IMON_PK_MAG,ALERT_TRACE_IMPEDANCE_20Hz,,ALERT_TRACE_IMPEDANCE,[0.1:1.125],Ohm,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,DUT_TYPE==B,Calculate Lg Impedance,CALCULATE,ALERT_VMON_PK_MAG/ALERT_IMON_PK_MAG,ALERT_IMPEDANCE_LG_20Hz,,,[8:20],Ohm,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,DUT_TYPE==S,Calculate Sm Impedance,CALCULATE,ALERT_VMON_PK_MAG/ALERT_IMON_PK_MAG,ALERT_IMPEDANCE_SM_20Hz,,,[6:16],Ohm,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,,Save alert response,DIAGS,processaudio -u looprx0 -w nandfs:\\AppleInternal\Diags\AudioTests\N140\qt1_alert_check.wav,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,,Calculate hall x mean,DIAGS,"smokeyshell -e ""require 'torch'; wav = require 'WavFile'; audio = wav.read[[nandfs:\\AppleInternal\Diags\AudioTests\N140\qt1_alert_check.wav]]; print('Hall X mean: '..string.format('%.2f',audio[{{},5}]:double():mean()/32767*2048)..' counts')""",,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,DUT_TYPE==S,PARSE HALL(CH4) X Mean,PARSE,ALERT_HALL_X,ALERT_HALL_X_SM_20Hz,,ALERT_HALL_X,[-250:250],Counts,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,DUT_TYPE==B,PARSE HALL(CH4) X Mean,PARSE,ALERT_HALL_X,ALERT_HALL_X_LG_20Hz,,ALERT_HALL_X,[-325:325],Counts,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,,Calculate Hall Impedance,DIAGS,"smokeyshell -e ""require 'torch'; wav = require 'WavFile'; audio = wav.read[[nandfs:\\AppleInternal\Diags\AudioTests\N140\qt1_alert_check.wav]]; print('Hall resistance mean: '..string.format('%.2f',audio[{{},6}]:double():mean()/32767*1075)..' ohm')""",,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,,PARSE HALL Resistance,PARSE,ALERT_HALL_IMPEDANCE_ORI,ALERT_HALL_IMPEDANCE_20Hz,,,[600:900],Ohm,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,,Process alert response,DIAGS,"processaudio -p remove-dc -i looprx0;processaudio -p fft -i process0 --options ""--windowType flat_top""",,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,,PARSE HALL(CH4) X Pk Magnitude,PARSE,ALERT_HALL_X_PK_MAG,ALERT_HALL_X_PK_MAG_ORI_20Hz,,ALERT_HALL_X_PK_MAG_ORI,,,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,,PARSE HALL(CH4) X Pk Magnitude,CALCULATE,ALERT_HALL_X_PK_MAG_ORI*2048*4.63867,ALERT_HALL_X_PK_MAG_20Hz,,,[100:450],cts,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,,PARSE HALL(CH4) X Freq,PARSE,ALERT_HALL_X_FREQ,ALERT_HALL_X_FREQ_20Hz,,,[15:25],Hz,KEY,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,,Disable boost1 to the routeaudio,DIAGS,audioparam --block codec --set --param enable-boost1 --value false,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
ALERT,ALERT_IMON_VMON_20Hz,,Turn OFF General Modules (Codec),DIAGS,audio -r;audio --turnoff,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
MAGNET,MAGNET_TEST,,Read from Gaussmeter,GAUSS,GAUSS_METER,,,,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,
MAGNET,MAGNET_TEST,,GAUSS_METER_RAW_X,PARSE,GAUSS_METER_X,GAUSS_METER_RAW_X,,GAUSS_METER_RAW_X,,,KEY,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,
MAGNET,MAGNET_TEST,,GAUSS_METER_RAW_Y,PARSE,GAUSS_METER_Y,GAUSS_METER_RAW_Y,,GAUSS_METER_RAW_Y,,,KEY,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,
MAGNET,MAGNET_TEST,,GAUSS_METER_RAW_Z,PARSE,GAUSS_METER_Z,GAUSS_METER_RAW_Z,,GAUSS_METER_RAW_Z,,,KEY,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,
MAGNET,MAGNET_TEST,DUT_TYPE==S,GAUSS_METER_X-Small,CALCULATE,GAUSS_METER_RAW_X*10000,GAUSS_METER_Bx,,GAUSS_METER_X,[-100:100],GAUs,KEY,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,
MAGNET,MAGNET_TEST,DUT_TYPE==B,GAUSS_METER_X-Larg,CALCULATE,GAUSS_METER_RAW_X*10000,GAUSS_METER_Bx,,GAUSS_METER_X,[-100:100],GAUs,KEY,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,
MAGNET,MAGNET_TEST,DUT_TYPE==S,GAUSS_METER_Y-Small,CALCULATE,GAUSS_METER_RAW_Y*10000,GAUSS_METER_By,,GAUSS_METER_Y,[0:10000],GAUs,KEY,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,
MAGNET,MAGNET_TEST,DUT_TYPE==B,GAUSS_METER_Y-Large,CALCULATE,GAUSS_METER_RAW_Y*10000,GAUSS_METER_By,,GAUSS_METER_Y,[0:10000],GAUs,KEY,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,
MAGNET,MAGNET_TEST,DUT_TYPE==S,GAUSS_METER_Z-Small,CALCULATE,GAUSS_METER_RAW_Z*10000,GAUSS_METER_Bz,,GAUSS_METER_Z,[-100:100],GAUs,KEY,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,
MAGNET,MAGNET_TEST,DUT_TYPE==B,GAUSS_METER_Z-Large,CALCULATE,GAUSS_METER_RAW_Z*10000,GAUSS_METER_Bz,,GAUSS_METER_Z,[-100:100],GAUs,KEY,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,
MAGNET,MAGNET_TEST,,SQUARE ROOT of X Y Z,SQUARE_ROOT,GAUSS_METER_X@GAUSS_METER_Y@GAUSS_METER_Z,GAUSS_METER_B,,,[200:600],GAUs,KEY,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,
MAGNET,MAGNET_TEST,DUT_TYPE==S,SQUARE ROOT of X Y Z-Small,SQUARE_ROOT,GAUSS_METER_X@GAUSS_METER_Y@GAUSS_METER_Z,GAUSS_METER_B,,,[200:600],GAUs,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
MAGNET,MAGNET_TEST,DUT_TYPE==B,SQUARE ROOT of X Y Z-Large,SQUARE_ROOT,GAUSS_METER_X@GAUSS_METER_Y@GAUSS_METER_Z,GAUSS_METER_B,,,[250:600],GAUs,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
LISA - DATA DOE,LISA_NOROTATE-USBFS,,Set the output log,DIAGS,filelog --on nandfs:\AppleInternal\Lisa_data\$sn$_NOROTATE_RAW.log,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
LISA - DATA DOE,LISA_NOROTATE-USBFS,,Set consolerouter,DIAGS,consolerouter --add --src lisa.debug.testdata --dest file,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
LISA - DATA DOE,LISA_INIT,,Run Smokey script for Display off,DIAGS,"smokeyshell -r;smokeyshell -f ""nandfs:\AppleInternal\Diags\Logs\Smokey\Lisa\N140\Main.lua"" -e ""DisplayOff()""",,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
LISA - DATA DOE,LISA_INIT,DUTLsBT!=0x001002A5 0x00000002 && DUTLsBT!=0x001002A5 0x00000004 && DUTLsBT!=0x001002A5 0x00000005,Run Smokey script for Lisa init - default,DIAGS,"smokeyshell -r;smokeyshell -f ""nandfs:\AppleInternal\Diags\Logs\Smokey\Lisa\N140\Main.lua"" -e ""initLisa([[0]])""",,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
LISA - DATA DOE,LISA_INIT,DUTLsBT==0x001002A5 0x00000005 0x00000002 0x00000000,Run Smokey script for Lisa init - Nissei,DIAGS,"smokeyshell -r;smokeyshell -f ""nandfs:\AppleInternal\Diags\Logs\Smokey\Lisa\N140\Main.lua"" -e ""initLisa([[1.8]])""",,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
LISA - DATA DOE,LISA_INIT,DUTLsBT==0x001002A5 0x00000004 0x00000002 0x00000000 | DUTLsBT==0x001002A5 0x00000002 0x00000001 0x00000000 | DUTLsBT==0x001002A5 0x00000004 0x00000001 0x00000000,Run Smokey script for Lisa init - LF,DIAGS,"smokeyshell -r;smokeyshell -f ""nandfs:\AppleInternal\Diags\Logs\Smokey\Lisa\N140\Main.lua"" -e ""initLisa([[4]])""",,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
LISA - DATA DOE,LISA_NOROTATE,,Run Smokey script no rotate,DIAGS,"smokeyshell -r;smokeyshell -f ""nandfs:\AppleInternal\Diags\Logs\Smokey\Lisa\N140\Main.lua"" -e ""startLisaTest([[NOROTATE]],[[LOG]])""",,,,,,,20,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
LISA - DATA DOE,LISA_NOROTATE,,Parse Lisa NOROTATE Smokey Log ,PARSE,LISA_NOROTATE_PD0_LIGHT_AVG,LISA_NOROTATE_PD0_LIGHT_AVG,,,,,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
LISA - DATA DOE,LISA_NOROTATE,,Parse Lisa NOROTATE Smokey Log,PARSE,LISA_NOROTATE_PD1_LIGHT_AVG,LISA_NOROTATE_PD1_LIGHT_AVG,,,,,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
LISA - DATA DOE,LISA_NOROTATE,,Parse Lisa NOROTATE Smokey Log,PARSE,LISA_NOROTATE_PD2_LIGHT_AVG,LISA_NOROTATE_PD2_LIGHT_AVG,,,,,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
LISA - DATA DOE,LISA_NOROTATE,,Parse Lisa NOROTATE Smokey Log,PARSE,LISA_NOROTATE_PD3_LIGHT_AVG,LISA_NOROTATE_PD3_LIGHT_AVG,,,,,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
LISA - DATA DOE,LISA_NOROTATE,,Parse Lisa NOROTATE Smokey Log,PARSE,LISA_NOROTATE_PD4_LIGHT_AVG,LISA_NOROTATE_PD4_LIGHT_AVG,,,,,KEY,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
